location,Project.ID,Project.Activity.ID,Activity.ID,Site.IDs,Start.date,End.date,Description,Status,Attribution,Latitude,Longitude,Assessor_name,Date.record.entered,Assessment.date,Assessment.date.accuracy,assessmentPeriodStartDate,assessmentPeriodStartDateAccuracy,Assessment.end.date,Assessment.end.date.accuracy,Overall.Condition.Rating,disturbancePercentTotal,Comments,Condition.Rating.Upper,Condition.Rating.Lower,Condition.Element.Native.species.diversity.and.composition,Condition.Element.Life.form.diversity,Condition.Element.Vegetation.age.and.structure,Condition.Element.Nativeness,Condition.Element.Groundcover,Pct.Disturbance.contrib.Invasive.flora,Pct.Disturbance.contrib.Invasive.fauna,Pct.Disturbance.contrib.Native.fauna.grazing,Pct.Disturbance.contrib.Feral.livestock.grazing,Pct.Disturbance.contrib.Disease,Pct.Disturbance.contrib.Veg.clearance.fragmentation,Pct.Disturbance.contrib.Fire.regime.change,Pct.Disturbance.contrib.Climate.change,Pct.Disturbance.contrib.Nutrient.enrichment,Pct.Disturbance.contrib.Soil.degradation.deposition,Pct.Disturbance.contrib.Hydrological.change,decimalLatitude,decimalLongitude
ca5d4099-8991-4304-b18e-3c315ed8d1a2,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,ba4d2e19-6286-49b1-b81c-a38e28328a42,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,1/01/1982,Accurate to year,NA,NA,NA,NA,0.9,NA,NA,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,-33.43404862,150.35923
cb08905f-1c37-4c0a-ab29-983a1019edc7,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,9a127d37-2b03-4633-b199-7f6bb8c346bf,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,30/10/2018,29/10/2018,Accurate to day,NA,NA,NA,NA,0,100,NA,0.05,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,-34.63471347,150.7380438
ccabb843-ce9c-41d7-ba9b-1306a5f575e8,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,23ce1d8d-fa83-46b7-a2cc-c50d92eb9db2,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,6/11/2018,26/04/2015,Accurate to day,NA,NA,26/04/2015,Accurate to day,0.5,100,"Plot is on a floodout and borders on the edge of Ral Ral creek, an old channel of the Murray river. Creek line through middle of the site, drop of 2-3 meters down into the channel winding through the site. Site is otherwise flat. Some stagnant water in creek line. Grazing effect is moderate- mainly from kangaroos but also from goats and rabbits. Weed effect is low at present-  Dittrichia graveolens and Mesembryanthemum nodiflorum present but cover low. Fire- long unburnt. No scarring on E. largiflorens and E. Camaldulensis. Fire history may be available from ALT. Minimal surface strew.

Eucalyptus largiflorens (8-10m)  / Eucalyptus camaldulensis (12-15m) mid open forest. Eucalyptus camaldulensis confined to creek line and the edge closest to the river channel. Sparse mid-stratum – scattered Duma florulenta and Chenopodium nitrariaceum. Ground stratum sparse but dominated by Enchylaena tomentosa as well as other scattered chenopods and forbs.",0.6,0.4,0.8,0.6,0.8,0.8,0.7,10,10,10,0,0,0,0,0,0,0,70,-34.04368541,140.7609558
ce5f1a42-d038-4593-a9da-97d58617bb69,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,e3888e95-30c2-441c-958a-484592a25f04,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,1/01/2016,Accurate to year,NA,NA,NA,NA,0.7,100,NA,0.8,0.6,0.7,0.7,0.7,0.7,0.7,0,0,0,0,0,70,30,0,0,0,0,-34.86259147,149.0772629
cf02ca3b-7b6d-47a6-bd01-2b1f6cb6c94d,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,274cc3ed-0b0e-4b87-9b85-148e543292f1,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,5/11/2018,9/05/2018,Accurate to day,NA,NA,9/05/2018,Accurate to day,0.7,100,"Steeper through the middle of site on a river terrace. South east corner is at the high bank of the creek moving further away towards the southwest corner out of the site. Surface strew not apparent but just under the surface sandstone and alluvial wash. Long unburnt, no evidence of fire. Evidence of past logging cut with possibly saw or axe. Grazing mostly Kangaroos, low impact. Minimal introduced species but potentially annual weedy species may occur. Vegetation community confined to the plot.",0.8,0.6,0.8,0.6,0.6,0.9,0.3,0,0,10,0,0,90,0,0,0,0,0,-32.83482212,148.3238196
cf5c113c-4c75-405d-91e6-111dd72ad29a,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,e9dbcdb8-6978-4682-be4c-36e9639a130e,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,31/08/2015,Accurate to day,NA,NA,NA,NA,0.6,100,NA,0.6,0.5,0.6,0.6,0.6,0.6,0.6,20,0,0,10,0,70,0,0,0,0,0,-34.18791569,150.28813
d045ebf5-1cd7-4739-8536-c910e1e9bb99,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,5331fdd7-f2d0-45b9-a591-f6245a7e1f8e,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,6,3/10/2018,4/04/2018,Accurate to day,NA,NA,NA,NA,0.9,100,Alpine bog in Cobungra State Forest,1,0.8,0.95,0.95,0.95,0.95,0.95,10,0,0,80,0,0,10,0,0,0,0,-37.20366369,147.3867309
d0bece78-5996-49f0-a656-51583d2066ac,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,e52bc3f1-dc7b-4a39-b4ba-c139ddd5a6ba,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,6/11/2018,8/08/2013,Accurate to day,NA,NA,8/08/2013,Accurate to day,0.8,100,"Steep north facing slope. Spur that runs south about 20m high from the 20m mark on the western edge and also gully but overall slope is north facing. Strew and outcrop Lithology is igneous but check soil sheet for more detail. Site long unburnt-from age of Eucalyptus. Grazing effect is low- some kangaroos. Also some dead goats but no evidence of recent grazing. Introduced plant effect is very low. South west corner borders very old track- last used mid 1970’s. Homogeneity- difficult to tell exactly due to Terrain. West +/- 70-80m up the slope. To the North grades more into gully- 20m beyond the plot becomes more wooded. To the east 100m along the ridge line. On the southern edge site is on ridge top and the community continues 20m beyond the ridge top.

Triodia irritans low hummock grassland with emergent Codonocarpus and some scattered Eucalyptus intertexta and isolated Eucalyptus flindersii.",0.9,0.6,0.9,0.9,0.9,0.9,0.9,5,0,0,95,0,0,0,0,0,0,0,-30.21855934,139.3246248
d1c74b8f-a6b1-4d8c-8785-20f1dde31b4d,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,2db29859-a1e5-4f8d-8fc9-67968fac8041,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,21/09/2018,1/09/2016,Accurate to day,NA,NA,1/09/2016,Accurate to day,0.3,100,This site is 20 m long x 5 m wide running parallel to the road within the road reserve.,0.4,0.2,0.3,0.5,0.2,0.3,0.3,70,0,15,5,0,10,0,0,0,0,0,-35.83696092,143.2434579
d26419c6-5aca-459b-8bcf-d229b6695167,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,ca3b2205-be09-4063-b059-fa9064b2ae11,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,20,9/11/2018,9/07/2004,Accurate to year,NA,NA,9/11/2018,Accurate to year,0.6,100,NA,0.7,0.5,0.7,0.6,0.3,0.7,0.8,15,0,0,10,0,50,10,0,10,5,0,-35.91924033,141.1972117
d2f33bcb-d80d-4512-8a05-01a0942808fc,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,0c527d6b-0ecc-4743-bba5-7268bfb34c07,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,24,9/11/2018,5/06/2017,Accurate to day,NA,NA,16/06/2017,Accurate to day,0.7,100,Outside Bull Paddock Exclosure vertosol grassland Kidman Springs. Kidman Land Unit 4a.,0.8,0.6,0.8,0.7,1,0.95,0.9,2,0,0,38,0,0,30,30,0,0,0,-16.11341166,130.9490168
d3260aaa-7d0d-4a1b-b2e8-1b978f8e4a22,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,1486553f-30ec-458e-8ef5-58ff35f93899,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,2/11/2018,1/10/2015,Accurate to month,NA,NA,1/10/2016,Accurate to month,0.6,100,NA,0.6,0.5,0.6,0.5,0.7,0.6,0.8,30,0,0,30,0,20,0,0,20,0,0,-30.7472899,152.1867907
d4478410-b42a-4951-8800-d090cf8ac68f,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,c4c48da3-094b-4feb-b57a-595eab1fadb4,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,4,20/09/2018,15/08/2018,Accurate to day,NA,NA,16/08/2018,Accurate to year,0.5,100,Specific vegetation is low open Euc woodland on rhyolite.,0.7,0.3,0.8,0.9,0.3,0.8,0.2,20,5,0,35,0,40,0,0,0,0,0,-17.20948957,145.4194323
d467e12b-64cb-4a79-8931-55c9617bcdc2,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,37703570-56ec-48c2-9efc-d6b351f009e8,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,4,3/10/2018,3/09/2014,Accurate to year,NA,NA,NA,Accurate to year,0.8,100,"Neglected old sclerophyll community, now invaded by rainforest.",0.9,0.6,0.9,1,0.4,0.8,0.9,15,0,0,0,0,15,70,0,0,0,0,-16.48871597,145.4672241
d4a4d66d-b4b6-4c89-a19b-bf2bd9b1164f,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,b30f91dc-35b9-43cf-8578-13a8704a9545,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,20,9/11/2018,5/08/2005,Accurate to year,NA,NA,5/08/2005,Accurate to year,0.5,100,NA,0.7,0.4,0.3,0.5,0.4,0.5,0.4,20,0,10,30,0,0,0,0,20,0,20,-35.87075998,145.1965249
d6c460d2-8cf4-4795-af0a-72d91cd37fc7,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,fa40dffe-f587-4722-a4a8-9e41020e0802,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,4,3/10/2018,28/09/2018,Accurate to year,NA,NA,NA,Accurate to year,1,NA,Fantastic heath formation on rhyolite bluff.,1,0.9,1,1,0.9,0.95,1,0,0,0,0,0,0,0,0,0,0,0,-17.63191748,145.4903984
d72bcd6c-f9e3-437a-8d56-73d225019f80,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,8fbfe468-85fc-4294-9c89-c521d8c36cca,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,8,8/11/2018,1/01/2010,Accurate to year,NA,NA,1/01/2010,Accurate to year,0.4,100,"Degradation due to aeolian movement of soil, which is nutrient enriched, which leads to alien annual invasion.",0.5,0.3,0.8,0.8,1,0.3,0.1,30,0,0,0,0,0,0,0,60,0,10,-33.500572,118.853817
d7a318e4-afea-484d-8d1b-ae2020431051,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,794a5226-1f2f-45bd-8b0f-1da2ef7d337c,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,24/10/2018,14/09/2016,Accurate to day,NA,NA,14/09/2016,Accurate to day,0.6,100,This site is 20 m long by 5 m wide located parallel to the road within the road reserve.,0.7,0.5,0.7,0.7,0.5,0.6,0.5,20,0,20,0,0,40,0,0,10,10,0,-34.89139716,143.0988587
d7c8fff6-b2f9-45eb-8bb7-2c86cc3b3df8,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,73329af3-e7c5-4667-974b-0ad44e01fa72,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,15,1/11/2018,1/11/2018,Accurate to year,NA,NA,1/11/2018,Accurate to year,0.95,100,This was our field station in the 1980s/90s,1,0.95,1,1,1,0.95,0.95,40,40,0,0,0,0,20,0,0,0,0,-12.4825749,132.3493144
d84e7fd5-49cf-4c2d-8a06-ce9c7d67e665,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,14ba66af-e406-47fa-966e-b89237eb5e67,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,30/11/2017,Accurate to day,NA,NA,NA,NA,0.8,100,NA,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0,50,0,50,0,0,0,0,0,0,0,-35.73488151,149.2727852
d87c5d95-d199-4bf6-8deb-413b8c866751,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,24fdfea0-197d-43be-8c8a-5e6fc618942d,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,30/10/2018,1/10/2015,Accurate to month,NA,NA,1/10/2016,Accurate to month,0.2,10,"Historic landclearing, introduced pasture species dominate, no woody regeneration, active grazing, reduced native flora diversity, weed species present.",0,0,0.3,0.2,0.1,0.2,0.8,3,0,0,2,0,5,0,0,0,0,0,-30.19087713,151.7309064
d8e38db5-98fa-45da-9016-05d80efce5b1,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,5d990032-cbf3-4406-9d19-88a9277c662f,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,8,8/11/2018,1/01/2010,Accurate to year,NA,NA,1/01/2010,Accurate to year,1,NA,Mallee with no degradation and appropriate fire regime,1,0.95,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-33.49504891,118.8654327
d9c67e3b-bb54-472a-8736-8cac9df3e10c,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,f52bbd6c-6fc8-4e7d-b839-dcbd35e51236,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,28,8/11/2018,20/09/2014,Accurate to month,NA,NA,20/09/2017,Accurate to month,0.4,100,partly cleared York gum woodland with Avena / exotic annual dominant understorey,0.5,0.3,0.4,0.5,0.5,0.2,0.8,50,0,0,40,0,0,0,0,10,0,0,-31.90975628,117.037214
da3f8c57-365f-4485-af80-31b60f633d13,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,35a67593-6131-4321-931f-2f867f4fa5a6,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,23,29/10/2018,14/10/2018,Accurate to day,NA,NA,NA,NA,0.9,NA,NA,0.95,0.9,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,-36.430511,148.3197937
da7fab70-bb1e-453e-b799-d99ba1fc587a,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,7197ac0c-0870-4f69-a1ec-fa21780b908e,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,4,20/09/2018,12/09/2018,Accurate to day,NA,NA,12/09/2018,Accurate to day,1,NA,The specific vegetation is notophyll rainforest and occurs on slightly metamorphosed mudstones and quartzites.,1,0.9,1,1,1,1,0.95,0,0,0,0,0,0,0,0,0,0,0,-17.46718776,145.7511472
db10ab28-fcee-40a1-9e58-f444b531c8d0,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,bcf0ad7a-dc8a-4e4b-8f07-31415de6e575,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,28,8/11/2018,15/07/2010,Accurate to year,NA,NA,15/07/2010,Accurate to year,0.6,100,"degraded grazed salmon gum remnant with depauperature understorey, fenced from livestock at time of assessment, main value in mature trees as stepping stone in cleared landscape",0.7,0.5,0.6,0.6,0.8,0.7,0.6,0,0,0,50,0,30,0,0,20,0,0,-31.50974694,118.2041788
db1cd7ce-d114-46ee-a2f2-d3a8d2119df7,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,a4c22642-b9b5-438b-ae96-b175fd90b446,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,3/06/2018,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.6,100,NA,0.7,0.4,0.7,0.6,0.3,0.9,0.8,5,0,0,0,0,90,5,0,0,0,0,-37.85268204,147.0756038
dc01794e-ac11-4983-92ad-e7d590fabf91,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,034644dc-b348-4090-832f-ccb5e7edf44f,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,24/10/2018,16/08/2016,Accurate to day,NA,NA,16/08/2016,Accurate to day,0.6,100,This is a 50 m long by 20 m wide site.,0.7,0.5,0.6,0.6,0.5,0.5,0.5,30,0,20,20,0,0,0,20,5,5,0,-34.81815899,143.3521261
dc2230fc-c137-4be8-8859-060da631f3e8,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,3c273d89-45eb-41bc-ad03-5f9c07074513,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,3/06/2018,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.8,100,NA,0.95,0.7,0.8,0.7,0.6,0.9,1,50,0,0,0,0,40,0,0,10,0,0,-37.85666241,147.0906995
de1874b6-ce85-467a-b38c-3925c19ad0b9,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,2b29fff8-0e5b-4a09-bf49-afb24c71290d,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,2/11/2018,1/10/2015,Accurate to month,NA,NA,1/10/2016,Accurate to month,0.7,100,NA,0.7,0.6,0.9,0.9,0.5,0.8,0.8,0,0,0,50,0,30,0,20,0,0,0,-30.89510833,152.9982823
de839fca-7595-4bda-9452-d4bb59d74df1,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,091746a3-4cd4-4fdc-b019-66c0311a4401,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,29/10/2018,30/01/2018,Accurate to day,NA,NA,30/01/2018,Accurate to day,0.5,100,Alpine Grassland to forbland. Heavily impact by previous cattle grazing and introduced tussock grasses and forbs.,0.6,0.4,0.6,0.3,0.6,0.4,0.95,70,5,0,15,0,0,10,0,0,0,0,-37.11038324,147.1649122
